"OP_UNIQUE_CARRIER","ARR_DELAY","DISTANCE"
"DL",-4.00,356.00
"DL",-13.00,516.00
"DL",-8.00,516.00
"DL",-13.00,599.00
"DL",2.00,1587.00
"DL",-26.00,591.00
"DL",-25.00,591.00
"DL",-14.00,214.00
"DL",-19.00,391.00
"DL",-24.00,391.00
"DL",-21.00,425.00
"DL",-17.00,425.00
"DL",-9.00,1121.00
"DL",-11.00,151.00
"DL",-2.00,151.00
"DL",-13.00,907.00
"DL",-29.00,584.00
"DL",-11.00,481.00
"DL",-13.00,700.00
"DL",-31.00,946.00
"DL",-11.00,373.00
"DL",-4.00,404.00
"DL",-13.00,317.00
"DL",-31.00,907.00
"DL",-22.00,1076.00
"DL",145.00,588.00
"DL",43.00,1947.00
"DL",-18.00,545.00
"DL",-20.00,545.00
"DL",-17.00,516.00
"DL",-5.00,515.00
"DL",-6.00,515.00
"DL",-1.00,356.00
"DL",-20.00,373.00
"DL",-16.00,547.00
"DL",-5.00,1947.00
"DL",-22.00,630.00
"DL",-11.00,630.00
"DL",-10.00,774.00
"DL",-18.00,405.00
"DL",-13.00,502.00
"DL",-8.00,366.00
"DL",-8.00,761.00
"DL",-9.00,761.00
"DL",-12.00,373.00
"DL",-19.00,1979.00
"DL",-23.00,2556.00
"DL",-28.00,2556.00
"DL",-17.00,1947.00
"DL",-9.00,1589.00
"DL",-10.00,1589.00
"DL",-9.00,306.00
"DL",-4.00,577.00
"DL",-24.00,577.00
"DL",-9.00,1978.00
"DL",-36.00,2586.00
"DL",-7.00,2172.00
"DL",-19.00,250.00
"DL",-8.00,554.00
"DL",-18.00,554.00
"DL",-18.00,712.00
"DL",-35.00,712.00
"DL",-9.00,534.00
"DL",-23.00,534.00
"DL",-15.00,432.00
"DL",-17.00,432.00
"DL",-20.00,2475.00
"DL",-21.00,528.00
"DL",-37.00,2586.00
"DL",-20.00,821.00
"DL",-6.00,821.00
"DL",-6.00,1671.00
"DL",-28.00,1671.00
"DL",-18.00,515.00
"DL",-18.00,306.00
"DL",-28.00,306.00
"DL",-9.00,547.00
"DL",-33.00,1995.00
"DL",-16.00,731.00
"DL",0.00,731.00
"DL",-3.00,1276.00
"DL",-15.00,1276.00
"DL",-17.00,2084.00
"DL",-4.00,1035.00
"DL",-1.00,143.00
"DL",-24.00,712.00
"DL",-16.00,712.00
"DL",1.00,356.00
"DL",3.00,356.00
"DL",-6.00,481.00
"DL",-16.00,481.00
"DL",-18.00,484.00
"DL",-26.00,2475.00
"DL",-8.00,528.00
"DL",-40.00,1183.00
"DL",0.00,516.00
"DL",-13.00,545.00
"DL",-26.00,1269.00
"DL",-24.00,1269.00
"DL",-13.00,721.00
"DL",-7.00,721.00
"DL",-27.00,201.00
"DL",-21.00,1960.00
"DL",-9.00,1960.00
"DL",-21.00,1865.00
"DL",-32.00,1865.00
"DL",-15.00,528.00
"DL",-32.00,528.00
"DL",4.00,534.00
"DL",-13.00,447.00
"DL",-18.00,447.00
"DL",-17.00,630.00
"DL",-9.00,630.00
"DL",-16.00,1947.00
"DL",-17.00,757.00
"DL",-20.00,757.00
"DL",-7.00,2475.00
"DL",-20.00,481.00
"DL",-31.00,481.00
"DL",-2.00,484.00
"DL",-4.00,484.00
"DL",-22.00,946.00
"DL",-19.00,534.00
"DL",-28.00,1990.00
"DL",-6.00,874.00
"DL",-33.00,980.00
"DL",-31.00,980.00
"DL",-24.00,321.00
"DL",-30.00,2084.00
"DL",-18.00,223.00
"DL",-2.00,1450.00
"DL",-8.00,526.00
"DL",-30.00,2139.00
"DL",-5.00,590.00
"DL",-22.00,2556.00
"DL",-30.00,1979.00
"DL",-17.00,271.00
"DL",-17.00,1931.00
"DL",8.00,1947.00
"DL",1.00,2486.00
"DL",-31.00,1749.00
"DL",-10.00,1947.00
"DL",-8.00,1947.00
"DL",14.00,2486.00
"DL",-19.00,1590.00
"DL",-8.00,577.00
"DL",-9.00,236.00
"DL",-6.00,2105.00
"DL",-24.00,983.00
"DL",-6.00,515.00
"DL",20.00,594.00
"DL",-19.00,694.00
"DL",-8.00,545.00
"DL",-15.00,534.00
"DL",-27.00,534.00
"DL",-16.00,874.00
"DL",-24.00,874.00
"DL",-17.00,1535.00
"DL",-18.00,409.00
"DL",-17.00,409.00
"DL",-16.00,271.00
"DL",-20.00,620.00
"DL",5.00,620.00
"DL",-24.00,271.00
"DL",-23.00,271.00
"DL",-22.00,632.00
"DL",-23.00,620.00
"DL",-16.00,620.00
"DL",5.00,594.00
"DL",-19.00,1541.00
"DL",-3.00,1541.00
"DL",-28.00,493.00
"DL",-29.00,1035.00
"DL",-8.00,731.00
"DL",-11.00,731.00
"DL",-13.00,954.00
"DL",-2.00,1900.00
"DL",-17.00,516.00
"DL",-11.00,516.00
"DL",-18.00,813.00
"DL",-44.00,1027.00
"DL",-21.00,692.00
"DL",-13.00,692.00
"DL",-13.00,1919.00
"DL",-22.00,422.00
"DL",4.00,2611.00
"DL",22.00,954.00
"DL",2.00,1947.00
"DL",-28.00,352.00
"DL",-20.00,1947.00
"DL",2.00,270.00
"DL",-22.00,270.00
"DL",-36.00,761.00
"DL",-13.00,546.00
"DL",-3.00,1310.00
"DL",-7.00,405.00
"DL",-33.00,903.00
"DL",-9.00,214.00
"DL",-21.00,214.00
"DL",-13.00,712.00
"DL",-21.00,214.00
"DL",-1.00,1235.00
"DL",-12.00,1235.00
"DL",-11.00,1005.00
"DL",-13.00,271.00
"DL",-18.00,271.00
"DL",-8.00,577.00
"DL",-22.00,577.00
"DL",-31.00,2446.00
"DL",-7.00,270.00
"DL",-21.00,549.00
"DL",-3.00,236.00
"DL",-13.00,447.00
"DL",-20.00,447.00
"DL",-17.00,584.00
"DL",-32.00,584.00
"DL",-30.00,297.00
"DL",-19.00,297.00
"DL",-12.00,507.00
"DL",-24.00,991.00
"DL",-16.00,332.00
"DL",-16.00,332.00
"DL",-5.00,1089.00
"DL",-5.00,2556.00
"DL",-3.00,2556.00
"DL",-11.00,545.00
"DL",-17.00,762.00
"DL",-10.00,1096.00
"DL",-13.00,1919.00
"DL",-18.00,594.00
"DL",-7.00,205.00
"DL",-12.00,205.00
"DL",-31.00,989.00
"DL",-3.00,425.00
"DL",2.00,425.00
"DL",-14.00,356.00
"DL",-5.00,356.00
"DL",-12.00,526.00
"DL",-20.00,526.00
"DL",-12.00,1008.00
"DL",3.00,444.00
"DL",-8.00,444.00
"DL",-7.00,2504.00
"DL",7.00,1535.00
"DL",-13.00,957.00
"DL",-29.00,1306.00
"DL",-12.00,321.00
"DL",-15.00,321.00
"DL",-5.00,1089.00
"DL",0.00,692.00
"DL",-6.00,515.00
"DL",-9.00,594.00
"DL",-15.00,481.00
"DL",-29.00,481.00
"DL",-9.00,813.00
"DL",-26.00,347.00
"DL",-15.00,241.00
"DL",-13.00,306.00
"DL",-26.00,306.00
"DL",0.00,259.00
"DL",-33.00,1969.00
"DL",-22.00,1969.00
"DL",54.00,931.00
"DL",-12.00,1034.00
"DL",-30.00,1034.00
"DL",-9.00,270.00
"DL",-17.00,270.00
"DL",-25.00,680.00
"DL",-22.00,235.00
"DL",-17.00,223.00
"DL",-25.00,241.00
"DL",-15.00,554.00
"DL",-21.00,632.00
"DL",-36.00,214.00
"DL",-12.00,1670.00
"DL",-5.00,1979.00
"DL",-5.00,1995.00
"DL",5.00,405.00
"DL",-12.00,332.00
"DL",-26.00,500.00
"DL",-16.00,2139.00
"DL",-8.00,731.00
"DL",-10.00,731.00
"DL",-3.00,481.00
"DL",-3.00,481.00
"DL",-32.00,1535.00
"DL",-28.00,2182.00
"DL",-11.00,151.00
"DL",-26.00,689.00
"DL",-2.00,577.00
"DL",-5.00,2172.00
"DL",15.00,153.00
"DL",-5.00,153.00
"DL",-20.00,432.00
"DL",-17.00,432.00
"DL",-27.00,1979.00
"DL",-21.00,762.00
"DL",-17.00,1541.00
"DL",-29.00,762.00
"DL",-33.00,1535.00
"DL",-31.00,453.00
"DL",-15.00,453.00
"DL",-14.00,952.00
"DL",0.00,259.00
"DL",-8.00,259.00
"DL",-24.00,954.00
"DL",-18.00,405.00
"DL",-6.00,271.00
"DL",-26.00,271.00
"DL",-11.00,1947.00
"DL",-11.00,2486.00
"DL",-13.00,1097.00
"DL",-13.00,765.00
"DL",-24.00,528.00
"DL",-2.00,1535.00
"DL",-21.00,1089.00
"DL",-13.00,134.00
"DL",-24.00,134.00
"DL",-23.00,588.00
"DL",-2.00,689.00
"DL",-18.00,391.00
"DL",-17.00,692.00
"DL",-18.00,692.00
"DL",-15.00,1124.00
"DL",-17.00,640.00
"DL",-25.00,640.00
"DL",-20.00,931.00
"DL",5.00,640.00
"DL",-27.00,2079.00
"DL",-16.00,1024.00
"DL",-3.00,774.00
"DL",-17.00,453.00
"DL",-34.00,748.00
"DL",-6.00,1892.00
"DL",-17.00,352.00
"DL",5.00,352.00
"DL",-21.00,549.00
"DL",-18.00,549.00
"DL",-11.00,516.00
"DL",-19.00,516.00
"DL",-11.00,134.00
"DL",-13.00,134.00
"DL",2.00,306.00
"DL",-18.00,306.00
"DL",-11.00,1306.00
"DL",1.00,2615.00
"DL",-13.00,859.00
"DL",-27.00,859.00
"DL",1.00,532.00
"DL",3.00,1590.00
"DL",-29.00,228.00
"DL",-7.00,1547.00
"DL",-15.00,259.00
"DL",-14.00,259.00
"DL",-18.00,196.00
"DL",-14.00,507.00
"DL",-11.00,507.00
"DL",-34.00,980.00
"DL",-12.00,950.00
"DL",26.00,2640.00
"DL",-24.00,696.00
"DL",-20.00,696.00
"DL",-4.00,752.00
"DL",-18.00,306.00
"DL",-20.00,502.00
"DL",-29.00,1747.00
"DL",-18.00,240.00
"DL",-10.00,240.00
"DL",-16.00,590.00
"DL",30.00,1947.00
"DL",-17.00,2239.00
"DL",-32.00,408.00
"DL",-17.00,408.00
"DL",20.00,432.00
"DL",-18.00,306.00
"DL",-8.00,1076.00
"DL",-7.00,1426.00
"DL",-19.00,237.00
"DL",-34.00,237.00
"DL",-16.00,453.00
"DL",5.00,590.00
"DL",-31.00,1096.00
"DL",-5.00,270.00
"DL",-11.00,270.00
"DL",-14.00,594.00
"DL",-7.00,404.00
"DL",-19.00,589.00
"DL",-13.00,581.00
"DL",-10.00,581.00
"DL",0.00,1535.00
"DL",-11.00,332.00
"DL",-4.00,484.00
"DL",-17.00,484.00
"DL",-12.00,957.00
"DL",-25.00,957.00
"DL",-8.00,577.00
"DL",-9.00,577.00
"DL",-22.00,484.00
"DL",-15.00,2248.00
"DL",-24.00,1076.00
"DL",-11.00,2116.00
"DL",-17.00,2116.00
"DL",-21.00,1892.00
"DL",-2.00,1892.00
"DL",-23.00,1678.00
"DL",-12.00,532.00
"DL",6.00,640.00
"DL",-27.00,930.00
"DL",-35.00,547.00
"DL",-6.00,547.00
"DL",-22.00,1096.00
"DL",-23.00,1535.00
"DL",-8.00,696.00
"DL",51.00,991.00
"DL",-21.00,1626.00
"DL",-3.00,306.00
"DL",-21.00,306.00
"DL",-10.00,201.00
"DL",-22.00,1927.00
"DL",-11.00,731.00
"DL",-19.00,386.00
"DL",-26.00,762.00
"DL",-10.00,721.00
"DL",-10.00,721.00
"DL",-21.00,694.00
"DL",-34.00,1299.00
"DL",-13.00,95.00
"DL",-17.00,1269.00
"DL",-23.00,1199.00
"DL",-19.00,640.00
"DL",-31.00,1956.00
"DL",-31.00,1142.00
"DL",-18.00,153.00
"DL",-17.00,271.00
"DL",-24.00,594.00
"DL",-26.00,373.00
"DL",-22.00,526.00
"DL",-12.00,526.00
"DL",-15.00,259.00
"DL",-6.00,259.00
"DL",-13.00,931.00
"DL",-10.00,214.00
"DL",-6.00,456.00
"DL",-10.00,151.00
"DL",-18.00,151.00
"DL",-24.00,1535.00
"DL",-6.00,3972.00
"DL",-7.00,350.00
"DL",-15.00,590.00
"DL",-12.00,1097.00
"DL",-23.00,1237.00
"DL",-18.00,554.00
"DL",-16.00,554.00
"DL",-18.00,1299.00
"DL",-21.00,528.00
"DL",-1.00,606.00
"DL",-5.00,666.00
"DL",-4.00,666.00
"DL",-3.00,1299.00
"DL",-37.00,408.00
"DL",-18.00,453.00
"DL",-4.00,356.00
"DL",-10.00,368.00
"DL",-25.00,1175.00
"DL",-25.00,1175.00
"DL",-37.00,599.00
"DL",-33.00,1310.00
"DL",-10.00,1310.00
"DL",-12.00,1145.00
"DL",-9.00,989.00
"DL",-21.00,1749.00
"DL",-2.00,404.00
"DL",-28.00,3972.00
"DL",-13.00,588.00
"DL",-23.00,588.00
"DL",-12.00,666.00
"DL",-22.00,666.00
"DL",-16.00,501.00
"DL",-20.00,501.00
"DL",-14.00,1020.00
"DL",-19.00,596.00
"DL",-28.00,1076.00
"DL",-7.00,332.00
"DL",-10.00,946.00
"DL",-31.00,946.00
"DL",-29.00,1047.00
"DL",-18.00,1426.00
"DL",-16.00,1426.00
"DL",26.00,1487.00
"DL",57.00,1487.00
"DL",-5.00,1589.00
"DL",-8.00,1590.00
"DL",-9.00,444.00
"DL",-27.00,1310.00
"DL",5.00,1310.00
"DL",12.00,1451.00
"DL",6.00,1451.00
"DL",-22.00,1123.00
"DL",-18.00,2248.00
"DL",-6.00,731.00
"DL",-32.00,1501.00
"DL",-13.00,853.00
"DL",28.00,1276.00
"DL",315.00,1199.00
"DL",-9.00,444.00
"DL",-27.00,1156.00
"DL",-35.00,311.00
"DL",-12.00,321.00
"DL",-16.00,321.00
"DL",-18.00,632.00
"DL",-25.00,596.00
"DL",-15.00,1501.00
"DL",-18.00,950.00
"DL",-12.00,581.00
"DL",-12.00,581.00
"DL",-20.00,1299.00
"DL",-25.00,1124.00
"DL",-15.00,760.00
"DL",-11.00,547.00
"DL",-25.00,743.00
"DL",-18.00,743.00
"DL",-9.00,444.00
"DL",-19.00,432.00
"DL",-12.00,432.00
"DL",-8.00,1237.00
"DL",-15.00,907.00
"DL",34.00,331.00
"DL",-11.00,983.00
"DL",-5.00,762.00
"DL",83.00,931.00
"DL",-26.00,2422.00
"DL",-55.00,1533.00
"DL",-24.00,954.00
"DL",-7.00,1979.00
"DL",-6.00,1587.00
"DL",-12.00,1587.00
"DL",-12.00,954.00
"DL",-5.00,502.00
"DL",8.00,907.00
"DL",-19.00,1050.00
"DL",-18.00,1299.00
"DL",-15.00,1953.00
"DL",-12.00,590.00
"DL",-23.00,1947.00
"DL",2.00,1276.00
"DL",-24.00,350.00
"DL",-35.00,1416.00
"DL",2.00,2158.00
"DL",-23.00,2556.00
"DL",-22.00,526.00
"DL",-25.00,526.00
"DL",-17.00,666.00
"DL",-25.00,666.00
"DL",-26.00,528.00
"DL",-4.00,332.00
"DL",-8.00,356.00
"DL",-6.00,356.00
"DL",-23.00,907.00
"DL",-7.00,1185.00
"DL",-34.00,1086.00
"DL",-8.00,153.00
"DL",-13.00,1242.00
"DL",-7.00,1242.00
"DL",-12.00,484.00
"DL",-23.00,484.00
"DL",-25.00,1310.00
"DL",-9.00,406.00
"DL",3.00,406.00
"DL",25.00,405.00
"DL",-26.00,1340.00
"DL",-25.00,1340.00
"DL",-31.00,432.00
"DL",-19.00,153.00
"DL",10.00,1670.00
"DL",-24.00,931.00
"DL",-20.00,936.00
"DL",-17.00,1747.00
"DL",-22.00,1747.00
"DL",-9.00,1589.00
"DL",-36.00,528.00
"DL",-18.00,252.00
"DL",-13.00,749.00
"DL",-27.00,749.00
"DL",-36.00,950.00
"DL",-26.00,762.00
"DL",-19.00,1149.00
"DL",-18.00,528.00
"DL",-15.00,931.00
"DL",-10.00,612.00
"DL",1.00,226.00
"DL",-5.00,1892.00
"DL",-26.00,1589.00
"DL",-32.00,1979.00
"DL",-19.00,405.00
"DL",-20.00,1020.00
"DL",-6.00,1927.00
"DL",-30.00,223.00
"DL",-11.00,526.00
"DL",-23.00,526.00
"DL",-19.00,1197.00
"DL",12.00,936.00
"DL",-22.00,840.00
"DL",-14.00,840.00
"DL",-35.00,1698.00
"DL",-41.00,1127.00
"DL",-18.00,1127.00
"DL",-32.00,666.00
"DL",-16.00,1747.00
"DL",-17.00,259.00
"DL",-29.00,503.00
"DL",-20.00,503.00
"DL",-18.00,680.00
"DL",-7.00,680.00
"DL",-37.00,1123.00
"DL",-16.00,391.00
"DL",-29.00,606.00
"DL",-7.00,606.00
"DL",-16.00,393.00
"DL",-24.00,393.00
"DL",-9.00,453.00
"DL",-18.00,581.00
"DL",-13.00,581.00
"DL",-20.00,1199.00
"DL",-17.00,545.00
"DL",-23.00,1927.00
"DL",-15.00,484.00
"DL",-23.00,700.00
"DL",-5.00,983.00
"DL",-18.00,1749.00
"DL",-23.00,907.00
"DL",-25.00,907.00
"DL",-13.00,577.00
"DL",-17.00,134.00
"DL",-13.00,134.00
"DL",-21.00,907.00
"DL",-1.00,689.00
"DL",-21.00,528.00
"DL",-15.00,874.00
"DL",-30.00,2311.00
"DL",-16.00,1990.00
"DL",-17.00,594.00
"DL",-7.00,528.00
"DL",-29.00,528.00
"DL",-11.00,936.00
"DL",-9.00,946.00
"DL",-20.00,409.00
"DL",-23.00,409.00
"DL",-21.00,534.00
"DL",-33.00,1389.00
"DL",-18.00,594.00
"DL",-22.00,874.00
"DL",-24.00,874.00
"DL",-10.00,584.00
"DL",-32.00,584.00
"DL",-5.00,765.00
"DL",-33.00,1416.00
"DL",-20.00,447.00
"DL",-18.00,447.00
"DL",17.00,594.00
"DL",-17.00,591.00
"DL",-26.00,591.00
"DL",59.00,2218.00
"DL",-16.00,528.00
"DL",-24.00,1522.00
"DL",0.00,534.00
"DL",-18.00,192.00
"DL",-5.00,192.00
"DL",-27.00,1047.00
"DL",7.00,1242.00
"DL",-10.00,545.00
"DL",-17.00,545.00
"DL",27.00,581.00
"DL",-16.00,250.00
"DL",-26.00,250.00
"DL",0.00,2218.00
"DL",27.00,508.00
"DL",-18.00,666.00
"DL",-23.00,666.00
"DL",-15.00,669.00
"DL",-25.00,669.00
"DL",124.00,931.00
"DL",-15.00,961.00
"DL",-8.00,356.00
"DL",-11.00,356.00
"DL",-18.00,223.00
"DL",-20.00,300.00
"DL",-8.00,404.00
"DL",-14.00,404.00
"DL",-16.00,259.00
"DL",-15.00,259.00
"DL",-31.00,931.00
"DL",-12.00,712.00
"DL",-19.00,712.00
"DL",4.00,481.00
"DL",-8.00,630.00
"DL",-15.00,1747.00
"DL",-19.00,214.00
"DL",-26.00,214.00
"DL",1.00,1416.00
"DL",-24.00,1416.00
"DL",-10.00,907.00
"DL",-18.00,2139.00
"DL",-13.00,317.00
"DL",-21.00,252.00
"DL",-11.00,223.00
"DL",-23.00,223.00
"DL",-22.00,874.00
"DL",-18.00,405.00
"DL",-13.00,1532.00
"DL",-18.00,1532.00
"DL",23.00,1276.00
"DL",-12.00,317.00
"DL",-19.00,317.00
"DL",-23.00,859.00
"DL",-26.00,859.00
"DL",-11.00,1892.00
"DL",-16.00,1892.00
"DL",-19.00,334.00
"DL",-23.00,334.00
"DL",2.00,1249.00
"DL",-14.00,447.00
"DL",-16.00,447.00
"DL",-2.00,859.00
"DL",-21.00,859.00
"DL",-33.00,534.00
"DL",-18.00,387.00
"DL",-1.00,2935.00
"DL",-30.00,946.00
"DL",-9.00,1747.00
"DL",-42.00,1076.00
"DL",-7.00,983.00
"DL",-15.00,983.00
"DL",-15.00,321.00
"DL",-17.00,321.00
"DL",-5.00,829.00
"DL",-26.00,357.00
"DL",21.00,680.00
"DL",33.00,680.00
"DL",-18.00,1087.00
"DL",3.00,731.00
"DL",-1.00,731.00
"DL",-24.00,930.00
"DL",1.00,1306.00
"DL",-26.00,297.00
"DL",-27.00,297.00
"DL",57.00,757.00
"DL",-16.00,907.00
"DL",-39.00,680.00
"DL",-27.00,954.00
"DL",-25.00,1008.00
"DL",4.00,1535.00
"DL",-22.00,282.00
"DL",-15.00,1416.00
"DL",-13.00,1076.00
"DL",-25.00,1039.00
"DL",-7.00,1426.00
"DL",-5.00,444.00
"DL",-6.00,444.00
"DL",3.00,2311.00
"DL",-18.00,1416.00
"DL",-23.00,1532.00
"DL",-22.00,1532.00
"DL",-25.00,1678.00
"DL",-14.00,259.00
"DL",-17.00,674.00
"DL",-7.00,674.00
"DL",-37.00,1575.00
"DL",-21.00,240.00
"DL",-15.00,240.00
"DL",-14.00,2139.00
"DL",-14.00,2139.00
"DL",-3.00,2615.00
"DL",-10.00,447.00
"DL",-44.00,930.00
"DL",-8.00,442.00
"DL",9.00,481.00
"DL",-9.00,481.00
"DL",-6.00,1306.00
"DL",-29.00,1306.00
"DL",-14.00,630.00
"DL",-4.00,630.00
"DL",-32.00,334.00
"DL",-28.00,554.00
"DL",-18.00,829.00
"DL",-21.00,1517.00
"DL",11.00,594.00
"DL",-6.00,594.00
"DL",-1.00,1587.00
"DL",-16.00,223.00
"DL",-21.00,282.00
"DL",-19.00,1865.00
"DL",-21.00,1299.00
"DL",-11.00,1299.00
"DL",-24.00,282.00
"DL",-20.00,282.00
"DL",-20.00,143.00
"DL",-3.00,2139.00
"DL",-4.00,1947.00
"DL",-19.00,689.00
"DL",-4.00,1919.00
"DL",-15.00,1919.00
"DL",-18.00,250.00
"DL",-15.00,250.00
"DL",-6.00,432.00
"DL",-3.00,954.00
"DL",-27.00,1426.00
"DL",-39.00,946.00
"DL",-9.00,1481.00
"DL",-24.00,931.00
"DL",-12.00,515.00
"DL",-27.00,515.00
"DL",-11.00,645.00
"DL",-10.00,645.00
"DL",-18.00,645.00
"DL",-20.00,2640.00
"DL",-27.00,1399.00
"DL",0.00,1276.00
"DL",-23.00,1276.00
"DL",-17.00,1399.00
"DL",-5.00,332.00
"DL",-21.00,332.00
"DL",-23.00,1587.00
"DL",-23.00,1587.00
"DL",-15.00,356.00
"DL",-19.00,356.00
"DL",-20.00,1069.00
"DL",-27.00,931.00
"DL",-28.00,606.00
"DL",-18.00,606.00
"DL",-8.00,332.00
"DL",-20.00,332.00
"DL",-26.00,680.00
"DL",-14.00,680.00
"DL",-18.00,726.00
"DL",-36.00,1276.00
"DL",-18.00,1522.00
"DL",-20.00,368.00
"DL",-6.00,1020.00
"DL",-37.00,1522.00
"DL",-17.00,2139.00
"DL",-24.00,1310.00
"DL",3.00,1310.00
"DL",-26.00,558.00
"DL",0.00,270.00
"DL",-16.00,270.00
"DL",-25.00,874.00
"DL",-19.00,874.00
"DL",-6.00,192.00
"DL",36.00,1892.00
"DL",-9.00,1298.00
"DL",-34.00,1298.00
"DL",-20.00,692.00
"DL",-21.00,120.00
"DL",-6.00,1020.00
"DL",-10.00,2139.00
"DL",-22.00,2153.00
"DL",-23.00,946.00
"DL",-45.00,1029.00
"DL",-12.00,1590.00
"DL",-17.00,356.00
"DL",0.00,356.00
"DL",-14.00,302.00
"DL",-19.00,368.00
"DL",-15.00,347.00
"DL",-10.00,151.00
"DL",-19.00,151.00
"DL",-6.00,1481.00
"DL",-12.00,726.00
"DL",-19.00,606.00
"DL",-15.00,223.00
"DL",-9.00,223.00
"DL",-21.00,373.00
"DL",-20.00,907.00
"DL",24.00,1199.00
"DL",63.00,1199.00
"DL",15.00,1892.00
"DL",-20.00,1892.00
"DL",-7.00,404.00
"DL",-10.00,404.00
"DL",-15.00,297.00
"DL",2.00,297.00
"DL",3.00,1590.00
"DL",-19.00,214.00
"DL",-22.00,2139.00
"DL",-39.00,2139.00
"DL",-18.00,1927.00
"DL",-26.00,630.00
"DL",-17.00,152.00
"DL",-35.00,152.00
"DL",100.00,581.00
"DL",78.00,581.00
"DL",-20.00,581.00
"DL",-10.00,581.00
"DL",-12.00,214.00
"DL",-22.00,214.00
"DL",-18.00,1145.00
"DL",-25.00,1990.00
"DL",-24.00,1399.00
"DL",-22.00,762.00
"DL",-4.00,422.00
"DL",-3.00,484.00
"DL",-9.00,484.00
"DL",-13.00,214.00
"DL",-10.00,214.00
"DL",-1.00,259.00
"DL",-22.00,813.00
"DL",-3.00,689.00
"DL",-22.00,950.00
"DL",-28.00,1749.00
"DL",-30.00,1175.00
"DL",-17.00,762.00
"DL",-22.00,304.00
"DL",-9.00,1310.00
"DL",-16.00,1979.00
"DL",-15.00,2218.00
"DL",-37.00,1589.00
"DL",11.00,502.00
"DL",-18.00,223.00
"DL",-23.00,773.00
"DL",-4.00,773.00
"DL",2.00,2218.00
"DL",-31.00,1399.00
"DL",-19.00,707.00
"DL",68.00,1123.00
"DL",-23.00,707.00
"DL",-17.00,250.00
"DL",-35.00,405.00
"DL",-30.00,1517.00
"DL",-23.00,2586.00
"DL",-8.00,1306.00
"DL",-25.00,1541.00
"DL",-11.00,594.00
"DL",-21.00,500.00
"DL",-9.00,448.00
"DL",-21.00,448.00
"DL",-13.00,2139.00
"DL",-18.00,907.00
"DL",-30.00,302.00
"DL",-4.00,813.00
"DL",-12.00,813.00
"DL",-4.00,646.00
"DL",-9.00,646.00
"DL",-32.00,762.00
"DL",-15.00,874.00
"DL",-15.00,874.00
"DL",-9.00,406.00
"DL",-24.00,920.00
"DL",17.00,484.00
"DL",10.00,484.00
"DL",66.00,1010.00
"DL",-41.00,762.00
"DL",-17.00,746.00
"DL",-1.00,1076.00
"DL",-27.00,946.00
"DL",-12.00,721.00
"DL",-28.00,1481.00
"DL",-12.00,404.00
"DL",-26.00,404.00
"DL",-13.00,223.00
"DL",-23.00,1450.00
"DL",-23.00,762.00
"DL",-11.00,387.00
"DL",-23.00,95.00
"DL",-33.00,2105.00
"DL",-5.00,731.00
"DL",-3.00,406.00
"DL",39.00,406.00
"DL",-31.00,2036.00
"DL",-26.00,666.00
"DL",-18.00,666.00
"DL",-26.00,1823.00
"DL",-17.00,1823.00
"DL",2.00,447.00
"DL",-17.00,432.00
"DL",-19.00,1454.00
"DL",-19.00,1454.00
"DL",-8.00,980.00
"DL",-18.00,456.00
"DL",-30.00,456.00
"DL",-10.00,1035.00
"DL",-17.00,762.00
"DL",-18.00,1127.00
"DL",-7.00,404.00
"DL",1.00,404.00
"DL",-27.00,409.00
"DL",9.00,2475.00
"DL",-17.00,689.00
"DL",3.00,689.00
"DL",-22.00,980.00
"DL",-10.00,731.00
"DL",-9.00,696.00
"DL",-21.00,696.00
"DL",-9.00,453.00
"DL",-12.00,453.00
"DL",-30.00,762.00
"DL",-24.00,907.00
"DL",-18.00,1199.00
"DL",-13.00,1199.00
"DL",-19.00,957.00
"DL",-14.00,1919.00
"DL",-16.00,1020.00
"DL",-16.00,746.00
"DL",-36.00,746.00
"DL",-2.00,1671.00
"DL",-21.00,1671.00
"DL",-22.00,2092.00
"DL",-29.00,1096.00
"DL",3.00,1956.00
"DL",-26.00,692.00
"DL",-5.00,581.00
"DL",-21.00,980.00
"DL",-7.00,689.00
"DL",-26.00,1086.00
"DL",-31.00,1086.00
"DL",-26.00,528.00
"DL",-22.00,1749.00
"DL",-18.00,442.00
"DL",-18.00,907.00
"DL",-20.00,1501.00
"DL",-6.00,1501.00
"DL",1.00,409.00
"DL",-15.00,1589.00
"DL",-18.00,1589.00
"DL",1.00,1363.00
"DL",-7.00,1590.00
"DL",-38.00,528.00
"DL",-22.00,746.00
"DL",-26.00,746.00
"DL",-21.00,594.00
"DL",-5.00,594.00
"DL",-23.00,444.00
"DL",-34.00,1156.00
"DL",-18.00,2677.00
"DL",-22.00,944.00
"DL",-21.00,594.00
"DL",-17.00,1481.00
"DL",-22.00,425.00
"DL",-10.00,425.00
"DL",-21.00,743.00
"DL",-29.00,743.00
"DL",-1.00,731.00
"DL",-15.00,425.00
"DL",-25.00,1013.00
"DL",10.00,332.00
"DL",-16.00,606.00
"DL",-23.00,983.00
"DL",-7.00,983.00
"DL",-20.00,980.00
"DL",-23.00,980.00
"DL",-12.00,481.00
"DL",31.00,308.00
"DL",-10.00,547.00
"DL",-17.00,270.00
"DL",-25.00,270.00
"DL",-1.00,1620.00
"DL",-16.00,731.00
