"OP_UNIQUE_CARRIER","ARR_DELAY","DISTANCE"
"AA",4.00,1846.00
"AA",-13.00,1846.00
"AA",-10.00,1846.00
"AA",-12.00,1846.00
"AA",-2.00,1846.00
"AA",-18.00,1846.00
"AA",-28.00,1846.00
"AA",-31.00,1846.00
"AA",-21.00,1846.00
"AA",15.00,1846.00
"AA",51.00,1846.00
"AA",-10.00,1846.00
"AA",36.00,1846.00
"AA",8.00,1846.00
"AA",6.00,1846.00
"AA",57.00,1846.00
"AA",-17.00,1846.00
"AA",-3.00,1846.00
"AA",5.00,1846.00
"AA",-11.00,1846.00
"AA",-26.00,1846.00
"AA",-28.00,1846.00
"AA",64.00,1846.00
"AA",-8.00,1846.00
"AA",3.00,1846.00
"AA",-7.00,1846.00
"AA",15.00,1846.00
"AA",5.00,1846.00
"AA",22.00,1846.00
"AA",-6.00,1846.00
"AA",-12.00,1846.00
"AA",-19.00,1846.00
"AA",-18.00,1846.00
"AA",-24.00,1846.00
"AA",-2.00,1089.00
"AA",105.00,1089.00
"AA",-10.00,1089.00
"AA",,1089.00
"AA",88.00,1089.00
"AA",22.00,1089.00
"AA",8.00,1089.00
"AA",-5.00,1089.00
"AA",-21.00,1089.00
"AA",6.00,1089.00
"AA",-14.00,1089.00
"AA",307.00,1089.00
"AA",-46.00,1089.00
"AA",-37.00,1089.00
"AA",-20.00,1089.00
"AA",-26.00,1089.00
"AA",-36.00,1089.00
"AA",-1.00,1089.00
"AA",74.00,1089.00
"AA",-18.00,1089.00
"AA",7.00,1089.00
"AA",-26.00,1089.00
"AA",-29.00,1089.00
"AA",-34.00,1089.00
"AA",-6.00,1089.00
"AA",-12.00,1089.00
"AA",-23.00,1089.00
"AA",-15.00,1089.00
"AA",-13.00,1089.00
"AA",-15.00,1089.00
"AA",4.00,1089.00
"AA",-15.00,946.00
"AA",36.00,946.00
"AA",20.00,946.00
"AA",-19.00,946.00
"AA",21.00,946.00
"AA",9.00,946.00
"AA",16.00,946.00
"AA",-7.00,946.00
"AA",20.00,946.00
"AA",1.00,946.00
"AA",16.00,946.00
"AA",20.00,946.00
"AA",-5.00,946.00
"AA",-11.00,946.00
"AA",-10.00,946.00
"AA",-10.00,946.00
"AA",1.00,946.00
"AA",-8.00,946.00
"AA",-18.00,946.00
"AA",-12.00,946.00
"AA",-21.00,946.00
"AA",2.00,946.00
"AA",-15.00,946.00
"AA",-16.00,946.00
"AA",-6.00,946.00
"AA",-24.00,946.00
"AA",4.00,946.00
"AA",25.00,946.00
"AA",-5.00,946.00
"AA",-18.00,946.00
"AA",-24.00,946.00
"AA",30.00,224.00
"AA",-22.00,224.00
"AA",94.00,224.00
"AA",-13.00,224.00
"AA",-4.00,224.00
"AA",-23.00,224.00
"AA",-10.00,224.00
"AA",53.00,224.00
"AA",-5.00,224.00
"AA",9.00,224.00
"AA",-19.00,224.00
"AA",0.00,224.00
"AA",-13.00,224.00
"AA",-22.00,224.00
"AA",85.00,224.00
"AA",6.00,224.00
"AA",-13.00,224.00
"AA",6.00,224.00
"AA",-15.00,224.00
"AA",-10.00,224.00
"AA",-20.00,224.00
"AA",-20.00,224.00
"AA",-22.00,224.00
"AA",-16.00,224.00
"AA",-15.00,224.00
"AA",22.00,224.00
"AA",-28.00,224.00
"AA",-8.00,224.00
"AA",-16.00,1061.00
"AA",-19.00,1061.00
"AA",0.00,1061.00
"AA",-8.00,1061.00
"AA",2.00,1061.00
"AA",-5.00,1061.00
"AA",7.00,1061.00
"AA",6.00,1061.00
"AA",-15.00,1061.00
"AA",26.00,1061.00
"AA",6.00,1061.00
"AA",-11.00,1061.00
"AA",-2.00,1061.00
"AA",182.00,1061.00
"AA",-11.00,1061.00
"AA",-48.00,1061.00
"AA",12.00,1061.00
"AA",19.00,1061.00
"AA",-3.00,1061.00
"AA",-16.00,1061.00
"AA",-18.00,1061.00
"AA",-9.00,1061.00
"AA",-12.00,1061.00
"AA",-14.00,1061.00
"AA",,2586.00
"AA",-5.00,2586.00
"AA",216.00,2586.00
"AA",-32.00,2586.00
"AA",69.00,2586.00
"AA",-20.00,2586.00
"AA",-18.00,2586.00
"AA",2.00,2586.00
"AA",7.00,2586.00
"AA",36.00,2586.00
"AA",155.00,2586.00
"AA",-19.00,2586.00
"AA",-39.00,2586.00
"AA",267.00,2586.00
"AA",11.00,2586.00
"AA",-21.00,2586.00
"AA",-33.00,2586.00
"AA",-40.00,2586.00
"AA",-8.00,2586.00
"AA",-23.00,2586.00
"AA",-23.00,2586.00
"AA",-12.00,2586.00
"AA",-27.00,2586.00
"AA",-38.00,2586.00
"AA",-14.00,224.00
"AA",-19.00,224.00
"AA",-7.00,224.00
"AA",-1.00,224.00
"AA",-21.00,224.00
"AA",4.00,224.00
"AA",-17.00,224.00
"AA",9.00,224.00
"AA",-11.00,224.00
"AA",-13.00,224.00
"AA",25.00,224.00
"AA",81.00,224.00
"AA",-13.00,224.00
"AA",27.00,224.00
"AA",,224.00
"AA",100.00,224.00
"AA",-4.00,224.00
"AA",-6.00,224.00
"AA",-14.00,224.00
"AA",-3.00,224.00
"AA",-10.00,224.00
"AA",43.00,224.00
"AA",-10.00,224.00
"AA",-13.00,224.00
"AA",-4.00,224.00
"AA",-11.00,224.00
"AA",31.00,224.00
"AA",-16.00,224.00
"AA",2.00,224.00
"AA",-13.00,224.00
"AA",11.00,224.00
"AA",-13.00,224.00
"AA",-15.00,224.00
"AA",-16.00,224.00
"AA",-5.00,224.00
"AA",-6.00,224.00
"AA",-8.00,224.00
"AA",-1.00,224.00
"AA",-6.00,224.00
"AA",59.00,224.00
"AA",-19.00,224.00
"AA",-18.00,224.00
"AA",-3.00,224.00
"AA",311.00,224.00
"AA",93.00,224.00
"AA",-15.00,224.00
"AA",-15.00,224.00
"AA",-16.00,224.00
"AA",-18.00,224.00
"AA",-13.00,224.00
"AA",-25.00,224.00
"AA",6.00,224.00
"AA",-12.00,224.00
"AA",-16.00,224.00
"AA",-16.00,224.00
"AA",3.00,224.00
"AA",-9.00,224.00
"AA",-3.00,224.00
"AA",-24.00,224.00
"AA",-4.00,1055.00
"AA",120.00,1055.00
"AA",-10.00,1055.00
"AA",-17.00,1055.00
"AA",-5.00,1055.00
"AA",-9.00,1055.00
"AA",19.00,1055.00
"AA",7.00,1055.00
"AA",-11.00,1055.00
"AA",5.00,1055.00
"AA",10.00,1055.00
"AA",12.00,1055.00
"AA",-6.00,1055.00
"AA",12.00,1055.00
"AA",-31.00,1055.00
"AA",28.00,1055.00
"AA",-9.00,1055.00
"AA",-3.00,1055.00
"AA",59.00,1055.00
"AA",1.00,1055.00
"AA",-13.00,1055.00
"AA",31.00,1055.00
"AA",-4.00,1055.00
"AA",-11.00,1055.00
"AA",-20.00,1055.00
"AA",5.00,1055.00
"AA",-19.00,1055.00
"AA",-14.00,1055.00
"AA",106.00,2586.00
"AA",-26.00,2586.00
"AA",49.00,2586.00
"AA",-42.00,2586.00
"AA",77.00,2586.00
"AA",-43.00,2586.00
"AA",-58.00,2586.00
"AA",-57.00,2586.00
"AA",-41.00,2586.00
"AA",-27.00,2586.00
"AA",-31.00,2586.00
"AA",-14.00,2586.00
"AA",-16.00,2586.00
"AA",-49.00,2586.00
"AA",-33.00,2586.00
"AA",2.00,2586.00
"AA",-39.00,2586.00
"AA",-43.00,2586.00
"AA",-45.00,2586.00
"AA",-41.00,2586.00
"AA",-23.00,2586.00
"AA",-21.00,1188.00
"AA",-16.00,1188.00
"AA",-13.00,1188.00
"AA",-23.00,1188.00
"AA",105.00,1188.00
"AA",-18.00,1188.00
"AA",30.00,1440.00
"AA",-19.00,1440.00
"AA",-14.00,1440.00
"AA",-6.00,1440.00
"AA",-7.00,1440.00
"AA",-20.00,1440.00
"AA",-17.00,1440.00
"AA",-7.00,1440.00
"AA",2.00,1440.00
"AA",11.00,1440.00
"AA",1.00,1440.00
"AA",-13.00,1440.00
"AA",-14.00,1440.00
"AA",-30.00,1440.00
"AA",60.00,1440.00
"AA",-19.00,1440.00
"AA",-29.00,1440.00
"AA",-36.00,1440.00
"AA",-14.00,1440.00
"AA",3.00,1440.00
"AA",-5.00,1440.00
"AA",-11.00,1440.00
"AA",22.00,1440.00
"AA",-3.00,1440.00
"AA",17.00,1440.00
"AA",5.00,1440.00
"AA",-13.00,1440.00
"AA",0.00,1440.00
"AA",-10.00,1440.00
"AA",27.00,1440.00
"AA",14.00,1440.00
"AA",-19.00,1744.00
"AA",-18.00,1744.00
"AA",-24.00,1744.00
"AA",-16.00,1744.00
"AA",3.00,1744.00
"AA",673.00,1744.00
"AA",118.00,1744.00
"AA",-3.00,1744.00
"AA",-5.00,1744.00
"AA",26.00,1744.00
"AA",-12.00,1744.00
"AA",-12.00,1744.00
"AA",-26.00,1744.00
"AA",19.00,1744.00
"AA",-2.00,1744.00
"AA",-24.00,1744.00
"AA",-31.00,1744.00
"AA",-21.00,1744.00
"AA",-25.00,1744.00
"AA",-33.00,1744.00
"AA",-22.00,1744.00
"AA",-15.00,1744.00
"AA",-26.00,1744.00
"AA",52.00,1744.00
"AA",-16.00,1744.00
"AA",-20.00,1744.00
"AA",-40.00,1744.00
"AA",3.00,1744.00
"AA",-27.00,1744.00
"AA",-23.00,1744.00
"AA",-13.00,1744.00
"AA",2.00,1303.00
"AA",-5.00,1303.00
"AA",-11.00,1303.00
"AA",-6.00,1303.00
"AA",10.00,1303.00
"AA",-22.00,1303.00
"AA",-13.00,1303.00
"AA",-18.00,1303.00
"AA",-4.00,1303.00
"AA",4.00,1303.00
"AA",-1.00,1303.00
"AA",12.00,1303.00
"AA",0.00,1303.00
"AA",-2.00,1303.00
"AA",38.00,1303.00
"AA",-3.00,1303.00
"AA",-25.00,1303.00
"AA",-7.00,1303.00
"AA",-16.00,1303.00
"AA",-7.00,1303.00
"AA",-14.00,1303.00
"AA",-3.00,1303.00
"AA",-10.00,1303.00
"AA",-2.00,1303.00
"AA",-22.00,1303.00
"AA",-27.00,1303.00
"AA",-4.00,1303.00
"AA",-18.00,1303.00
"AA",-12.00,1303.00
"AA",-12.00,1303.00
"AA",-27.00,1303.00
"AA",9.00,1303.00
"AA",-6.00,1303.00
"AA",11.00,1303.00
"AA",-34.00,1303.00
"AA",-31.00,1303.00
"AA",-37.00,1303.00
"AA",-10.00,1303.00
"AA",22.00,1303.00
"AA",29.00,1303.00
"AA",-7.00,1303.00
"AA",-34.00,1303.00
"AA",-4.00,1303.00
"AA",-6.00,1303.00
"AA",-4.00,1303.00
"AA",-10.00,1303.00
"AA",7.00,1303.00
"AA",-16.00,1303.00
"AA",-25.00,237.00
"AA",-19.00,237.00
"AA",-9.00,237.00
"AA",-23.00,237.00
"AA",-16.00,237.00
"AA",-31.00,237.00
"AA",-9.00,237.00
"AA",-23.00,237.00
"AA",3.00,237.00
"AA",-20.00,237.00
"AA",-4.00,237.00
"AA",-5.00,237.00
"AA",45.00,237.00
"AA",-13.00,237.00
"AA",10.00,237.00
"AA",-2.00,237.00
"AA",-11.00,237.00
"AA",-29.00,237.00
"AA",-11.00,237.00
"AA",6.00,237.00
"AA",-5.00,237.00
"AA",-30.00,237.00
"AA",-24.00,237.00
"AA",-11.00,237.00
"AA",-17.00,237.00
"AA",-9.00,237.00
"AA",-12.00,237.00
"AA",-12.00,237.00
"AA",-11.00,1440.00
"AA",-9.00,1440.00
"AA",7.00,1440.00
"AA",-2.00,1440.00
"AA",-2.00,1440.00
"AA",0.00,1440.00
"AA",-19.00,1440.00
"AA",-2.00,1440.00
"AA",-2.00,1440.00
"AA",-24.00,1440.00
"AA",14.00,1440.00
"AA",-22.00,1440.00
"AA",15.00,1440.00
"AA",9.00,1440.00
"AA",36.00,1440.00
"AA",8.00,1440.00
"AA",8.00,1440.00
"AA",58.00,1440.00
"AA",-6.00,1440.00
"AA",-11.00,1440.00
"AA",-15.00,1440.00
"AA",16.00,1440.00
"AA",-8.00,1440.00
"AA",30.00,1440.00
"AA",-11.00,1440.00
"AA",-3.00,1440.00
"AA",-7.00,1440.00
"AA",-7.00,1440.00
"AA",20.00,1440.00
"AA",30.00,1440.00
"AA",-19.00,1440.00
"AA",-9.00,247.00
"AA",-14.00,247.00
"AA",9.00,247.00
"AA",-7.00,247.00
"AA",-14.00,247.00
"AA",-8.00,247.00
"AA",10.00,247.00
"AA",78.00,247.00
"AA",-5.00,247.00
"AA",12.00,247.00
"AA",-11.00,247.00
"AA",4.00,247.00
"AA",-16.00,247.00
"AA",-8.00,247.00
"AA",3.00,247.00
"AA",,247.00
"AA",-14.00,247.00
"AA",-1.00,247.00
"AA",0.00,247.00
"AA",-8.00,247.00
"AA",25.00,247.00
"AA",-10.00,247.00
"AA",-23.00,247.00
"AA",-15.00,247.00
"AA",-4.00,247.00
"AA",-2.00,247.00
"AA",-20.00,247.00
"AA",-10.00,247.00
"AA",-15.00,247.00
"AA",-3.00,247.00
"AA",2.00,247.00
"AA",47.00,1017.00
"AA",-11.00,1017.00
"AA",-3.00,1017.00
"AA",-23.00,1017.00
"AA",-11.00,1017.00
"AA",-3.00,1017.00
"AA",-5.00,1017.00
"AA",16.00,1017.00
"AA",0.00,1017.00
"AA",-9.00,1017.00
"AA",6.00,1017.00
"AA",-10.00,1017.00
"AA",-2.00,1017.00
"AA",-7.00,1017.00
"AA",-11.00,1017.00
"AA",-8.00,1017.00
"AA",-3.00,1017.00
"AA",-18.00,1017.00
"AA",-5.00,1017.00
"AA",-13.00,1017.00
"AA",-10.00,1017.00
"AA",-6.00,1017.00
"AA",-2.00,1017.00
"AA",-10.00,1017.00
"AA",2.00,1017.00
"AA",94.00,1017.00
"AA",10.00,1017.00
"AA",7.00,1017.00
"AA",3.00,1017.00
"AA",-14.00,1017.00
"AA",-16.00,1017.00
"AA",-14.00,1096.00
"AA",9.00,1096.00
"AA",9.00,1096.00
"AA",,1096.00
"AA",9.00,1096.00
"AA",-15.00,1096.00
"AA",7.00,1096.00
"AA",6.00,1096.00
"AA",-18.00,1096.00
"AA",-1.00,1096.00
"AA",-6.00,1096.00
"AA",-25.00,1096.00
"AA",-6.00,1096.00
"AA",-29.00,1096.00
"AA",-9.00,1096.00
"AA",-24.00,1096.00
"AA",-11.00,1096.00
"AA",41.00,1096.00
"AA",-25.00,1096.00
"AA",-11.00,1096.00
"AA",-15.00,1096.00
"AA",-36.00,1096.00
"AA",-12.00,1096.00
"AA",14.00,1096.00
"AA",1.00,1096.00
"AA",-16.00,1096.00
"AA",-31.00,1096.00
"AA",-18.00,1096.00
"AA",-2.00,1096.00
"AA",0.00,1096.00
"AA",-15.00,1096.00
"AA",12.00,631.00
"AA",-17.00,631.00
"AA",19.00,631.00
"AA",-13.00,631.00
"AA",-21.00,631.00
"AA",-27.00,631.00
"AA",-24.00,631.00
"AA",0.00,631.00
"AA",56.00,631.00
"AA",-4.00,631.00
"AA",-5.00,631.00
"AA",-30.00,631.00
"AA",-18.00,631.00
"AA",0.00,631.00
"AA",-17.00,631.00
"AA",-30.00,631.00
"AA",-7.00,631.00
"AA",-28.00,631.00
"AA",-23.00,631.00
"AA",-15.00,631.00
"AA",40.00,631.00
"AA",-19.00,631.00
"AA",-14.00,631.00
"AA",-4.00,631.00
"AA",-15.00,631.00
"AA",0.00,631.00
"AA",-2.00,631.00
"AA",-26.00,631.00
"AA",-1.00,631.00
"AA",-20.00,631.00
"AA",-5.00,631.00
"AA",-17.00,631.00
"AA",-34.00,631.00
"AA",-22.00,631.00
"AA",7.00,631.00
"AA",-23.00,631.00
"AA",-13.00,631.00
"AA",-12.00,1055.00
"AA",-11.00,1055.00
"AA",-9.00,1055.00
"AA",192.00,986.00
"AA",1.00,986.00
"AA",20.00,986.00
"AA",22.00,986.00
"AA",-1.00,986.00
"AA",-3.00,986.00
"AA",-6.00,986.00
"AA",11.00,986.00
"AA",-12.00,986.00
"AA",-9.00,986.00
"AA",-10.00,986.00
"AA",27.00,986.00
"AA",-9.00,986.00
"AA",150.00,986.00
"AA",-16.00,986.00
"AA",-3.00,986.00
"AA",0.00,986.00
"AA",4.00,986.00
"AA",22.00,986.00
"AA",-15.00,986.00
"AA",-16.00,986.00
"AA",4.00,986.00
"AA",12.00,986.00
"AA",-15.00,986.00
"AA",-10.00,986.00
"AA",54.00,986.00
"AA",-18.00,986.00
"AA",-11.00,986.00
"AA",85.00,964.00
"AA",25.00,964.00
"AA",0.00,964.00
"AA",3.00,964.00
"AA",37.00,964.00
"AA",1.00,964.00
"AA",-6.00,964.00
"AA",-2.00,964.00
"AA",-22.00,964.00
"AA",-14.00,964.00
"AA",-12.00,964.00
"AA",8.00,964.00
"AA",-15.00,964.00
"AA",-10.00,964.00
"AA",1.00,964.00
"AA",-11.00,964.00
"AA",-13.00,964.00
"AA",-8.00,964.00
"AA",-8.00,964.00
"AA",-7.00,964.00
"AA",21.00,964.00
"AA",-17.00,964.00
"AA",-13.00,964.00
"AA",-9.00,2724.00
"AA",-6.00,2724.00
"AA",-15.00,2724.00
"AA",-3.00,2724.00
"AA",82.00,2724.00
"AA",-21.00,2724.00
"AA",-6.00,2724.00
"AA",-3.00,2724.00
"AA",-12.00,2724.00
"AA",-16.00,2724.00
"AA",46.00,2724.00
"AA",-4.00,2724.00
"AA",-17.00,2724.00
"AA",-25.00,2724.00
"AA",0.00,2724.00
"AA",-10.00,2724.00
"AA",8.00,2724.00
"AA",-4.00,2724.00
"AA",-17.00,2724.00
"AA",-2.00,2724.00
"AA",-14.00,2724.00
"AA",-21.00,2724.00
"AA",-3.00,2724.00
"AA",-9.00,2724.00
"AA",11.00,2724.00
"AA",16.00,2724.00
"AA",-29.00,2724.00
"AA",-20.00,2724.00
"AA",-40.00,2724.00
"AA",-40.00,2724.00
"AA",-38.00,2724.00
"AA",-15.00,1235.00
"AA",-12.00,1235.00
"AA",-9.00,1235.00
"AA",-11.00,1235.00
"AA",-12.00,1235.00
"AA",-19.00,1235.00
"AA",-13.00,1235.00
"AA",-8.00,1235.00
"AA",-19.00,1235.00
"AA",-9.00,1235.00
"AA",-24.00,1235.00
"AA",9.00,1235.00
"AA",11.00,1235.00
"AA",-14.00,1235.00
"AA",-19.00,1235.00
"AA",-15.00,1235.00
"AA",-13.00,1235.00
"AA",-16.00,1235.00
"AA",-14.00,1235.00
"AA",-27.00,1235.00
"AA",-23.00,1235.00
"AA",-19.00,1235.00
"AA",-18.00,1235.00
"AA",-19.00,1235.00
"AA",-30.00,1235.00
"AA",-22.00,1235.00
"AA",-17.00,1235.00
"AA",-7.00,1235.00
"AA",-6.00,1235.00
"AA",53.00,1118.00
"AA",3.00,1118.00
"AA",-10.00,1118.00
"AA",-23.00,1118.00
"AA",-16.00,1118.00
"AA",-18.00,1118.00
"AA",-32.00,1118.00
"AA",-13.00,1118.00
"AA",-25.00,1118.00
"AA",-3.00,1118.00
"AA",-9.00,1118.00
"AA",-13.00,1118.00
"AA",-1.00,1118.00
"AA",-23.00,1118.00
"AA",45.00,1118.00
"AA",19.00,1118.00
"AA",,1118.00
"AA",-2.00,1118.00
"AA",-6.00,1118.00
"AA",-16.00,1118.00
"AA",-7.00,1118.00
"AA",-19.00,1118.00
"AA",21.00,1118.00
"AA",23.00,1118.00
"AA",-16.00,1118.00
"AA",-28.00,1118.00
"AA",-20.00,1118.00
"AA",-26.00,1118.00
"AA",8.00,1118.00
"AA",-11.00,1118.00
"AA",0.00,1118.00
"AA",49.00,1276.00
"AA",4.00,1276.00
"AA",-8.00,1276.00
"AA",-10.00,1276.00
"AA",-14.00,1276.00
"AA",-13.00,1276.00
"AA",-35.00,1276.00
"AA",-15.00,1276.00
"AA",23.00,1276.00
"AA",-17.00,1276.00
"AA",3.00,1276.00
"AA",1.00,1276.00
"AA",7.00,1276.00
"AA",11.00,1276.00
"AA",4.00,1276.00
"AA",-10.00,1276.00
"AA",-19.00,1276.00
"AA",,1276.00
"AA",-7.00,1276.00
"AA",20.00,1276.00
"AA",3.00,1276.00
"AA",1.00,1276.00
"AA",-4.00,1276.00
"AA",14.00,1276.00
"AA",-12.00,1276.00
"AA",37.00,1276.00
"AA",29.00,761.00
"AA",94.00,761.00
"AA",26.00,761.00
"AA",-10.00,761.00
"AA",-7.00,761.00
"AA",-21.00,761.00
"AA",-9.00,761.00
"AA",-9.00,761.00
"AA",-15.00,761.00
"AA",-24.00,761.00
"AA",1.00,761.00
"AA",,761.00
"AA",148.00,761.00
"AA",3.00,761.00
"AA",14.00,761.00
"AA",10.00,761.00
"AA",-16.00,761.00
"AA",-17.00,761.00
"AA",-17.00,761.00
"AA",-14.00,761.00
"AA",-7.00,761.00
"AA",25.00,761.00
"AA",-6.00,761.00
"AA",2.00,761.00
"AA",-20.00,761.00
"AA",-21.00,761.00
"AA",-1.00,761.00
"AA",3.00,761.00
"AA",-2.00,761.00
"AA",-34.00,761.00
"AA",-28.00,761.00
"AA",-20.00,551.00
"AA",15.00,551.00
"AA",-18.00,551.00
"AA",-15.00,551.00
"AA",-11.00,551.00
"AA",-13.00,551.00
"AA",6.00,551.00
"AA",10.00,551.00
"AA",-18.00,551.00
"AA",-8.00,551.00
"AA",75.00,551.00
"AA",13.00,551.00
"AA",1.00,551.00
"AA",-1.00,551.00
"AA",-7.00,551.00
"AA",-3.00,551.00
"AA",6.00,551.00
"AA",-18.00,551.00
"AA",-22.00,551.00
"AA",-12.00,551.00
"AA",32.00,551.00
"AA",0.00,551.00
"AA",-6.00,551.00
"AA",8.00,551.00
"AA",-4.00,551.00
"AA",-8.00,551.00
"AA",13.00,551.00
"AA",-9.00,551.00
"AA",-17.00,551.00
"AA",-10.00,551.00
"AA",-11.00,551.00
"AA",-31.00,612.00
"AA",-30.00,612.00
"AA",-28.00,612.00
"AA",28.00,612.00
"AA",-16.00,612.00
"AA",-11.00,612.00
"AA",-16.00,612.00
"AA",-22.00,612.00
"AA",173.00,612.00
"AA",-23.00,612.00
"AA",-37.00,612.00
"AA",209.00,612.00
"AA",-34.00,612.00
"AA",-14.00,612.00
"AA",-8.00,612.00
"AA",-11.00,612.00
"AA",-22.00,612.00
"AA",24.00,612.00
"AA",3.00,612.00
"AA",-35.00,612.00
"AA",-36.00,612.00
"AA",-37.00,612.00
"AA",-28.00,612.00
"AA",-27.00,612.00
"AA",-14.00,612.00
"AA",-31.00,612.00
"AA",-13.00,612.00
"AA",-15.00,612.00
"AA",-14.00,612.00
"AA",-34.00,612.00
"AA",-12.00,612.00
"AA",-12.00,1085.00
"AA",-10.00,1085.00
"AA",-16.00,1085.00
"AA",,1085.00
"AA",-8.00,1085.00
"AA",-2.00,1085.00
"AA",-10.00,1085.00
"AA",-12.00,1085.00
"AA",-24.00,1085.00
"AA",-21.00,1085.00
"AA",-2.00,1085.00
"AA",-13.00,1085.00
"AA",-12.00,1085.00
"AA",-31.00,1085.00
"AA",-8.00,1085.00
"AA",-25.00,1085.00
"AA",-33.00,1085.00
"AA",-13.00,1085.00
"AA",-7.00,1085.00
"AA",-5.00,1085.00
"AA",-12.00,1085.00
"AA",-25.00,1085.00
"AA",-17.00,1085.00
"AA",-18.00,1085.00
"AA",13.00,1085.00
"AA",-12.00,1085.00
"AA",-7.00,1085.00
"AA",-13.00,1085.00
"AA",-19.00,1085.00
"AA",-5.00,1085.00
"AA",-6.00,1085.00
"AA",-32.00,612.00
"AA",-22.00,612.00
"AA",-14.00,612.00
"AA",0.00,612.00
"AA",-10.00,612.00
"AA",12.00,612.00
"AA",-18.00,612.00
"AA",-36.00,612.00
"AA",-12.00,612.00
"AA",-26.00,612.00
"AA",130.00,612.00
"AA",-9.00,612.00
"AA",28.00,612.00
"AA",-42.00,612.00
"AA",-36.00,612.00
"AA",-17.00,612.00
"AA",-43.00,612.00
"AA",-7.00,612.00
"AA",-21.00,612.00
"AA",-32.00,612.00
"AA",-24.00,612.00
"AA",-12.00,612.00
"AA",-19.00,612.00
"AA",6.00,612.00
"AA",-34.00,612.00
"AA",-20.00,612.00
"AA",-24.00,612.00
"AA",-11.00,612.00
"AA",1.00,612.00
"AA",-1.00,612.00
"AA",19.00,612.00
"AA",-9.00,612.00
"AA",-1.00,612.00
"AA",-19.00,612.00
"AA",-2.00,612.00
"AA",-16.00,612.00
"AA",1.00,612.00
"AA",175.00,612.00
"AA",-21.00,612.00
"AA",35.00,612.00
"AA",-16.00,612.00
"AA",6.00,612.00
"AA",-16.00,612.00
"AA",-18.00,612.00
"AA",-21.00,612.00
"AA",-10.00,612.00
"AA",-13.00,612.00
"AA",-19.00,612.00
"AA",-18.00,612.00
"AA",-11.00,612.00
"AA",-6.00,612.00
"AA",-5.00,612.00
"AA",-11.00,612.00
"AA",-28.00,612.00
"AA",14.00,1144.00
"AA",-6.00,1144.00
"AA",29.00,1144.00
"AA",2.00,1144.00
"AA",-17.00,1144.00
"AA",10.00,1144.00
"AA",-32.00,1144.00
"AA",-26.00,1144.00
"AA",-1.00,1144.00
"AA",-19.00,1144.00
"AA",-24.00,1144.00
"AA",-20.00,1144.00
"AA",55.00,1171.00
"AA",19.00,1171.00
"AA",18.00,1171.00
"AA",-3.00,1171.00
"AA",-1.00,1171.00
"AA",-14.00,1171.00
"AA",8.00,1171.00
"AA",62.00,1171.00
"AA",20.00,1171.00
"AA",4.00,1171.00
"AA",11.00,1171.00
"AA",10.00,1171.00
"AA",-1.00,1171.00
"AA",3.00,1171.00
"AA",-8.00,1171.00
"AA",-9.00,1171.00
"AA",-13.00,1171.00
"AA",31.00,1171.00
"AA",-2.00,1171.00
"AA",-1.00,1171.00
"AA",42.00,1171.00
"AA",8.00,1171.00
"AA",-2.00,1171.00
"AA",1.00,1171.00
"AA",-9.00,1171.00
"AA",-3.00,1171.00
"AA",-2.00,1171.00
"AA",-16.00,1171.00
"AA",-25.00,1171.00
"AA",-17.00,1171.00
"AA",-11.00,1171.00
"AA",42.00,2218.00
"AA",-23.00,2218.00
"AA",16.00,2218.00
"AA",-18.00,2218.00
"AA",-10.00,2218.00
"AA",89.00,2218.00
"AA",1.00,2218.00
"AA",-16.00,2218.00
"AA",-24.00,2218.00
"AA",-14.00,2218.00
"AA",-6.00,2218.00
"AA",13.00,2218.00
"AA",19.00,2218.00
"AA",-15.00,2218.00
"AA",-11.00,2218.00
"AA",-10.00,2218.00
"AA",-9.00,2218.00
"AA",-8.00,2218.00
"AA",8.00,2218.00
"AA",-2.00,2218.00
"AA",-21.00,2218.00
"AA",-34.00,2218.00
"AA",-22.00,2218.00
"AA",-15.00,2218.00
"AA",-17.00,2218.00
"AA",-11.00,2218.00
"AA",-4.00,2218.00
"AA",-8.00,2218.00
"AA",-15.00,2218.00
"AA",-3.00,2218.00
"AA",-22.00,2218.00
"AA",748.00,2218.00
"AA",5.00,2218.00
"AA",-14.00,2218.00
"AA",-2.00,2218.00
"AA",-24.00,2218.00
"AA",56.00,2218.00
"AA",-15.00,2218.00
"AA",11.00,989.00
"AA",-11.00,989.00
"AA",6.00,989.00
"AA",-4.00,989.00
"AA",-3.00,989.00
"AA",-23.00,989.00
"AA",-16.00,989.00
"AA",-26.00,989.00
"AA",24.00,989.00
"AA",-22.00,989.00
"AA",-12.00,989.00
"AA",19.00,989.00
"AA",-16.00,989.00
"AA",14.00,989.00
"AA",-14.00,989.00
"AA",-2.00,989.00
"AA",-3.00,989.00
"AA",-3.00,989.00
"AA",-25.00,989.00
"AA",-18.00,989.00
"AA",-9.00,989.00
"AA",-1.00,989.00
"AA",-17.00,989.00
"AA",43.00,989.00
"AA",63.00,1721.00
"AA",11.00,1721.00
"AA",-13.00,1721.00
"AA",-16.00,1721.00
"AA",-6.00,1721.00
"AA",15.00,1721.00
"AA",58.00,1721.00
"AA",-2.00,1721.00
"AA",-4.00,1721.00
"AA",11.00,1721.00
"AA",-22.00,1721.00
"AA",-6.00,1721.00
"AA",-5.00,1721.00
"AA",0.00,1721.00
